source_order,star_grade,monster_type,monster_family,element,awakened_name,image_url,base_image_url,monster_url,awakening_essences,skill_ups,source_url
859,5,Attack,Puppeteer,Wind,Smicer,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0106_1_3.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0106_0_3.png,https://summonerswarskyarena.info/monster/smicer-wind-puppeteer-review/,5 15 10 20,10,https://summonerswarskyarena.info/monster-list/
860,4,Attack,Jack-o’-lantern,Fire,Smokey,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Smokey-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Jack-o-lantern-Fire.png,https://summonerswarskyarena.info/monster/smokey-fire-jack-o-lantern-review/,10 20 5 15,15,https://summonerswarskyarena.info/monster-list/
861,4,Attack,Nine-tailed Fox,Water,Soha,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Soha-.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Water-Nine-Tailed-Fox-.png,https://summonerswarskyarena.info/monster/soha-water-nine-tailed-fox-review/,10 20 5 15,12,https://summonerswarskyarena.info/monster-list/
862,5,Defense,Drakan Warrior,Water,Solvark,https://summonerswarskyarena.info/wp-content/uploads/2024/10/unit_icon_0161_0_1_solvark2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/10/unit_icon_0161_0_1_solvark.png,https://summonerswarskyarena.info/monster/solvark-water-drakan-warrior-review/,15 5 20 10,12,https://summonerswarskyarena.info/monster-list/
863,4,HP,Mercenary Queen,Fire,Solveig,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0117_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0117_0_2.png,https://summonerswarskyarena.info/monster/solveig-fire-mercenary-queen-review/,15 10 15 12,11,https://summonerswarskyarena.info/monster-list/
864,5,HP,Monkey King,Dark,Son Zhang Lao,https://summonerswarskyarena.info/wp-content/uploads/2015/07/Son_Zhang_Lao_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Monkey-King-Dark.png,https://summonerswarskyarena.info/monster/son-zhang-lao-dark-monkey-king-review/,20 10 15 5,13,https://summonerswarskyarena.info/monster-list/
865,4,Support,String Master,Water,Songseol,https://summonerswarskyarena.info/wp-content/uploads/2020/06/songseol.png,https://summonerswarskyarena.info/wp-content/uploads/2020/06/water-string-master.png,https://summonerswarskyarena.info/monster/songseol-water-string-master-review/,15 5 20 10,12,https://summonerswarskyarena.info/monster-list/
866,5,Attack,Battle Angel,Wind,Sonia,https://summonerswarskyarena.info/wp-content/uploads/2022/07/unit_icon_0087_1_3.png,https://summonerswarskyarena.info/wp-content/uploads/2022/07/unit_icon_0087_0_3.png,https://summonerswarskyarena.info/monster/sonia-wind-battle-angel-review/,5 15 10 20,9,https://summonerswarskyarena.info/monster-list/
867,4,Support,Harp Magician,Water,Sonnet,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Sonnet_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Harp_Magician_Water_Icon.png,https://summonerswarskyarena.info/monster/sonnet-water-harp-magician-review/,12 15 10 15,12,https://summonerswarskyarena.info/monster-list/
868,3,HP,Mummy,Fire,Sonora,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Sonora-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Mummy-Fire.png,https://summonerswarskyarena.info/monster/sonora-fire-mummy-review/,15 10 10 5,11,https://summonerswarskyarena.info/monster-list/
869,4,Attack,Pierret,Wind,Sophia,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Sophia_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Pierret_Wind_Icon.png,https://summonerswarskyarena.info/monster/sophia-wind-pierret-review/,10 20 5 15,11,https://summonerswarskyarena.info/monster-list/
870,2,Attack,Fairy,Dark,Sorin,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Sorin_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Fairy_Dark_Icon.png,https://summonerswarskyarena.info/monster/sorin-dark-fairy-review/,5 10 10 15,16,https://summonerswarskyarena.info/monster-list/
871,3,Support,Griffon,Fire,Spectra,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Spectra_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Griffon_Fire_Icon.png,https://summonerswarskyarena.info/monster/spectra-fire-griffon/,15 10 10 5,9,https://summonerswarskyarena.info/monster-list/
872,4,Attack,Assassin,Water,Stella,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Stella-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Assassin-Water.png,https://summonerswarskyarena.info/monster/stella-water-assassin-review/,10 20 5 15,14,https://summonerswarskyarena.info/monster-list/
873,4,Attack,Rakshasa,Water,Su,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Su_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Rakshasa_Water_Icon.png,https://summonerswarskyarena.info/monster/su-water-rakshasa-review/,10 20 5 15,14,https://summonerswarskyarena.info/monster-list/
874,4,Attack,Onimusha,Water,Suiki,https://summonerswarskyarena.info/wp-content/uploads/2021/02/suiki.png,https://summonerswarskyarena.info/wp-content/uploads/2021/02/water-onimusha.png,https://summonerswarskyarena.info/monster/suiki-water-onimusha-review/,15 7 15 12,10,https://summonerswarskyarena.info/monster-list/
875,3,Attack,Beast Hunter,Wind,Suri,https://summonerswarskyarena.info/wp-content/uploads/2015/01/suri.png,https://summonerswarskyarena.info/wp-content/uploads/2015/01/beast-hunter-wind.png,https://summonerswarskyarena.info/monster/suri-wind-beast-hunter-review/,15 10 10 5,14,https://summonerswarskyarena.info/monster-list/
876,4,Attack,Barbaric King,Fire,Surtr,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Surtr-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Barbaric-King-Fire.png,https://summonerswarskyarena.info/monster/surtr-fire-barbaric-king-review/,10 20 5 15,14,https://summonerswarskyarena.info/monster-list/
877,4,Support,Rune Blacksmith,Water,Susan,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0081_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0081_0_1.png,https://summonerswarskyarena.info/monster/susan-water-rune-blacksmith-review/,15 5 20 10,11,https://summonerswarskyarena.info/monster-list/
878,4,Attack,Ninja,Water,Susano,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Susano_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Ninja_Water_Icon.png,https://summonerswarskyarena.info/monster/susano-water-ninja-review/,10 20 5 15,8,https://summonerswarskyarena.info/monster-list/
879,5,Support,Neostone Agent,Dark,Sylvia,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Sylvia-Dark-N.png,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Neostone-Agent-Dark-N.png,https://summonerswarskyarena.info/monster/sylvia-dark-neostone-agent-review/,12 15 7 15,9,https://summonerswarskyarena.info/monster-list/
880,4,Support,Dice Magician,Light,Tablo,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Tablo_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Dice_Magician_Light_Icon.png,https://summonerswarskyarena.info/monster/tablo-light-dice-magician-review/,10 20 5 15,11,https://summonerswarskyarena.info/monster-list/
881,5,Attack,Taebeak,Water,Taebaek,https://summonerswarskyarena.info/wp-content/uploads/2025/11/unit_icon_0198_1_1_taebaek_wa.png,https://summonerswarskyarena.info/wp-content/uploads/2025/11/unit_icon_0198_1_1_taebaek_wa.png,https://summonerswarskyarena.info/monster/taebaek-water-taebaek-review/,,12,https://summonerswarskyarena.info/monster-list/
882,4,Attack,Taebeak,Fire,Taebaek,https://summonerswarskyarena.info/wp-content/uploads/2025/11/unit_icon_0198_1_2_taebaek2.png,https://summonerswarskyarena.info/wp-content/uploads/2025/11/unit_icon_0198_1_2_taebaek2.png,https://summonerswarskyarena.info/monster/taebaek-fire-taebaek-review/,,11,https://summonerswarskyarena.info/monster-list/
883,5,Attack,Taebeak,Wind,Taebaek,https://summonerswarskyarena.info/wp-content/uploads/2025/11/unit_icon_0198_1_3_taebaek_wi.png,https://summonerswarskyarena.info/wp-content/uploads/2025/11/unit_icon_0198_1_3_taebaek_wi.png,https://summonerswarskyarena.info/monster/taebaek-wind-taebaek-review/,,12,https://summonerswarskyarena.info/monster-list/
884,5,Attack,Taebeak,Light,Taebaek,https://summonerswarskyarena.info/wp-content/uploads/2025/11/unit_icon_0198_1_4_taebaek3.png,https://summonerswarskyarena.info/wp-content/uploads/2025/11/unit_icon_0198_1_4_taebaek3.png,https://summonerswarskyarena.info/monster/taebaek-light-taebaek-review/,,10,https://summonerswarskyarena.info/monster-list/
885,4,Attack,Taebeak,Dark,Taebaek,https://summonerswarskyarena.info/wp-content/uploads/2025/11/unit_icon_0198_1_5_taebaek4.png,https://summonerswarskyarena.info/wp-content/uploads/2025/11/unit_icon_0198_1_5_taebaek4.png,https://summonerswarskyarena.info/monster/taebaek-dark-taebaek-review/,,12,https://summonerswarskyarena.info/monster-list/
886,3,Attack,Inferno,Fire,Tagaros,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Tagaros_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Inferno_Fire_Icon.png,https://summonerswarskyarena.info/monster/tagaros-fire-inferno-review/,15 10 10 5,13,https://summonerswarskyarena.info/monster-list/
887,2,Attack,Elemental,Wind,Taharus,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Taharus_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Elemental_Wind_Icon.png,https://summonerswarskyarena.info/monster/taharus-wind-elemental-review/,5 15 5 10,12,https://summonerswarskyarena.info/monster-list/
888,3,HP,Battle Mammoth,Water,Talc,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Talc-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Battle-Mammoth-Water.png,https://summonerswarskyarena.info/monster/talc-water-battle-mammoth-review/,15 10 10 5,9,https://summonerswarskyarena.info/monster-list/
889,4,Attack,Chakram Dancer,Water,Talia,https://summonerswarskyarena.info/wp-content/uploads/2018/03/Talia_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/03/Chakram_Dancer_Water_Icon.png,https://summonerswarskyarena.info/monster/talia-water-chakram-review/,15 5 20 10,10,https://summonerswarskyarena.info/monster-list/
890,5,Attack,Striker,Light,Talisman,https://summonerswarskyarena.info/wp-content/uploads/2020/11/talisman.png,https://summonerswarskyarena.info/wp-content/uploads/2020/11/light-striker.png,https://summonerswarskyarena.info/monster/talisman-light-striker-review/,5 15 10 20,11,https://summonerswarskyarena.info/monster-list/
891,4,Attack,Tanjiro Kamado,Water,Tanjiro Kamado,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_TanjiroWa.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_TanjiroWa.png,https://summonerswarskyarena.info/monster/tanjiro-kamado-water-tanjiro-kamado-review/,,11,https://summonerswarskyarena.info/monster-list/
892,5,Attack,Tanjiro Kamado,Fire,Tanjiro Kamado,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_TanjiroF.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_TanjiroF.png,https://summonerswarskyarena.info/monster/tanjiro-kamado-fire-tanjiro-kamado-review/,,10,https://summonerswarskyarena.info/monster-list/
893,5,Attack,Tanjiro Kamado,Wind,Tanjiro Kamado,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_TanjiroWi.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_TanjiroWi.png,https://summonerswarskyarena.info/monster/tanjiro-kamado-wind-tanjiro-kamado-review/,,10,https://summonerswarskyarena.info/monster-list/
894,5,Attack,Tanjiro Kamado,Light,Tanjiro Kamado,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_TanjiroL.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_TanjiroL.png,https://summonerswarskyarena.info/monster/tanjiro-kamado-light-tanjiro-kamado-review/,,10,https://summonerswarskyarena.info/monster-list/
895,4,Attack,Tanjiro Kamado,Dark,Tanjiro Kamado,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_TanjiroD.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_TanjiroD.png,https://summonerswarskyarena.info/monster/tanjiro-kamado-dark-tanjiro-kamado-review/,,11,https://summonerswarskyarena.info/monster-list/
896,2,HP,Yeti,Fire,Tantra,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Tantra_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Yeti_Fire_Icon.png,https://summonerswarskyarena.info/monster/tantra-fire-yeti-review/,1 15 20,10,https://summonerswarskyarena.info/monster-list/
897,4,Attack,Assassin,Wind,Tanya,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Tanya-Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Assassin-Wind.png,https://summonerswarskyarena.info/monster/tanya-wind-assassin-review/,10 20 5 15,12,https://summonerswarskyarena.info/monster-list/
898,4,Defense,Gargoyle,Water,Tanzaite,https://summonerswarskyarena.info/wp-content/uploads/2019/08/tanzaite.png,https://summonerswarskyarena.info/wp-content/uploads/2019/08/water-gargoyle.png,https://summonerswarskyarena.info/monster/tanzaite-water-gargoyle-review/,15 5 20 10,11,https://summonerswarskyarena.info/monster-list/
899,5,Attack,Chimera,Water,Taor,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Taor_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Chimera_Water_Icon.png,https://summonerswarskyarena.info/monster/taor-water-chimera-review/,,10,https://summonerswarskyarena.info/monster-list/
900,5,Defense,Druid,Wind,Taranys,https://summonerswarskyarena.info/wp-content/uploads/2018/09/taranys.png,https://summonerswarskyarena.info/wp-content/uploads/2018/09/wind-druid.png,https://summonerswarskyarena.info/monster/taranys-wind-druid-review/,15 5 20 10,11,https://summonerswarskyarena.info/monster-list/
901,5,Support,Magic Order Enchantress,Fire,Tarnisha,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0152_1_2_tarnisha2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0152_0_2_tarnisha.png,https://summonerswarskyarena.info/monster/tarnisha-fire-magic-order-enchantress-review/,12 15 10 15,11,https://summonerswarskyarena.info/monster-list/
902,2,Attack,Hellhound,Water,Tarq,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Tarq_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Hellhound_Water_Icon.png,https://summonerswarskyarena.info/monster/tarq-water-hellhound-review/,2 15 15,12,https://summonerswarskyarena.info/monster-list/
903,2,Attack,Imp,Light,Taru,https://summonerswarskyarena.info/wp-content/uploads/2016/07/Taru-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2016/07/Imp-Light.png,https://summonerswarskyarena.info/monster/taru-light-imp-review/,20 15,15,https://summonerswarskyarena.info/monster-list/
904,2,Attack,Pixie,Fire,Tatu,https://summonerswarskyarena.info/wp-content/uploads/2016/07/Tatu-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2016/07/Pixie-Fire.png,https://summonerswarskyarena.info/monster/tatu-fire-pixie-review/,20 15,15,https://summonerswarskyarena.info/monster-list/
905,4,Attack,Kobold Bomber,Wind,Taurus,https://summonerswarskyarena.info/wp-content/uploads/2014/12/Taurus-Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2014/12/Kobold-Bomber-Wind.png,https://summonerswarskyarena.info/monster/taurus-wind-kobold-bomber-review/,10 20 5 15,12,https://summonerswarskyarena.info/monster-list/
906,3,Support,Garuda,Light,Teon,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Teon_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Garuda_Light_Icon.png,https://summonerswarskyarena.info/monster/teon-light-garuda-review/,2 15 15,15,https://summonerswarskyarena.info/monster-list/
907,5,HP,Ifrit,Fire,Tesarion,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Tesarion-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Ifrit-Fire.png,https://summonerswarskyarena.info/monster/tesarion-fire-ifrit-review/,20 10 15 5,10,https://summonerswarskyarena.info/monster-list/
908,5,Attack,Phoenix,Wind,Teshar,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Phoenix_Wind_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Phoenix_Wind_Icon.png,https://summonerswarskyarena.info/monster/teshar-wind-phoenix/,20 10 15 5,14,https://summonerswarskyarena.info/monster-list/
909,4,Support,Mermaid,Water,Tetra,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Tetra-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Mermaid-Water.png,https://summonerswarskyarena.info/monster/tetra-water-mermaid-review/,10 20 5 15,9,https://summonerswarskyarena.info/monster-list/
910,5,Support,Exorcist Association Conjurer,Fire,Tetsuya,https://summonerswarskyarena.info/wp-content/uploads/2024/11/unit_icon_0165_1_2_tetsuya.png,https://summonerswarskyarena.info/wp-content/uploads/2024/11/unit_icon_0165_1_2_tetsuya.png,https://summonerswarskyarena.info/monster/tetsuya-fire-exorcist-association-conjurer-review/,,10,https://summonerswarskyarena.info/monster-list/
911,5,HP,Anubis,Dark,Thebae,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Thebae-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Anubis-Dark.png,https://summonerswarskyarena.info/monster/thebae-dark-anubis-review/,12 15 7 15,12,https://summonerswarskyarena.info/monster-list/
912,5,Support,Specter Princess,Fire,Theodora,https://summonerswarskyarena.info/wp-content/uploads/2024/12/unit_icon_0175_0_2_Theodora2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/12/unit_icon_0175_0_2_Theodora.png,https://summonerswarskyarena.info/monster/theodora-fire-specter-princess-review/,15 5 20 10,12,https://summonerswarskyarena.info/monster-list/
913,5,Attack,Ifrit,Water,Theomars,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Theomars-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Ifrit-Water.png,https://summonerswarskyarena.info/monster/theomars-water-ifrit/,20 10 15 5,10,https://summonerswarskyarena.info/monster-list/
914,5,Attack,Justice,Dark,Theonia,https://summonerswarskyarena.info/wp-content/uploads/2025/12/unit_icon_0202_0_5_Theonia2.png,https://summonerswarskyarena.info/wp-content/uploads/2025/12/unit_icon_0202_0_5_Theonia.png,https://summonerswarskyarena.info/monster/theonia-dark-justice-review/,20 10 15 5,12,https://summonerswarskyarena.info/monster-list/
915,5,Attack,Lollipop Warrior,Wind,Thomas,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0096_1_3.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0096_0_3.png,https://summonerswarskyarena.info/monster/thomas-wind-lollipop-warrior-review/,5 15 10 20,9,https://summonerswarskyarena.info/monster-list/
916,3,Attack,Grim Reaper,Dark,Thrain,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Thrain_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Grim_Reaper_Dark_Icon.png,https://summonerswarskyarena.info/monster/thrain-dark-grim-reaper-review/,15 10 10 5,13,https://summonerswarskyarena.info/monster-list/
917,5,HP,Panda Warrior,Light,Tian Lang,https://summonerswarskyarena.info/wp-content/uploads/2016/05/Tian-Lang-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2016/05/Panda-Warrior-Light.png,https://summonerswarskyarena.info/monster/tian-lang-light-panda-warrior-review/,20 10 15 5,10,https://summonerswarskyarena.info/monster-list/
918,5,Support,Polar Queen,Wind,Tiana,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Tiana-Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Polar-Queen-Wind.png,https://summonerswarskyarena.info/monster/tiana-wind-polar-queen-review/,20 10 15 5,10,https://summonerswarskyarena.info/monster-list/
919,3,Attack,Drunken Master,Light,Tien Qin,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Tien_Qin_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Drunken_Master_Light_Icon.png,https://summonerswarskyarena.info/monster/tien-qin-light-drunken-master-review/,15 10 10 5,14,https://summonerswarskyarena.info/monster-list/
920,1,Support,Low Elemental,Water,Tigresse,https://summonerswarskyarena.info/wp-content/uploads/2016/11/Tigresse_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/11/Low_Elemental_Water_Icon.png,https://summonerswarskyarena.info/monster/tigresse-water-low-elemental/,10 5,12,https://summonerswarskyarena.info/monster-list/
921,4,Support,Undine,Dark,Tilasha,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Tilasha_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Undine_Dark_Icon.png,https://summonerswarskyarena.info/monster/tilasha-dark-undine-review/,10 20 5 15,8,https://summonerswarskyarena.info/monster-list/
922,5,Attack,Magic Order Swordsinger,Wind,Tirsa,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0151_1_3_tirsa2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0151_0_3_tirsa.png,https://summonerswarskyarena.info/monster/tirsa-wind-magic-order-swordsinger-review/,12 15 10 15,12,https://summonerswarskyarena.info/monster-list/
923,5,Defense,Beetle Guardian,Fire,Tityus,https://summonerswarskyarena.info/wp-content/uploads/2025/04/unit_icon_0177_0_1_tityus2.png,https://summonerswarskyarena.info/wp-content/uploads/2025/04/unit_icon_0177_0_1_tityus.png,https://summonerswarskyarena.info/monster/tityus-fire-beetle-guardian-review/,5 15 10 20,11,https://summonerswarskyarena.info/monster-list/
924,4,Support,Poison Master,Fire,Todd,https://summonerswarskyarena.info/wp-content/uploads/2020/12/todd.png,https://summonerswarskyarena.info/wp-content/uploads/2020/12/fire-poison-master.png,https://summonerswarskyarena.info/monster/todd-fire-poison-master-review/,5 15 20 10,12,https://summonerswarskyarena.info/monster-list/
925,3,Attack,Penguin Knight,Water,Toma,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Toma-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Penguin-Knight-Water.png,https://summonerswarskyarena.info/monster/toma-water-penguin-knight-review/,15 10 10 5,13,https://summonerswarskyarena.info/monster-list/
926,5,Support,Onmyouji,Fire,Tomoe,https://summonerswarskyarena.info/wp-content/uploads/2021/03/tomoe.png,https://summonerswarskyarena.info/wp-content/uploads/2021/03/fire-onmyouji.png,https://summonerswarskyarena.info/monster/tomoe-fire-onmyouji-review/,5 15 10 20,11,https://summonerswarskyarena.info/monster-list/
927,4,Attack,Samurai,Light,Tosi,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Tosi-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Samurai-Light.png,https://summonerswarskyarena.info/monster/tosi-light-samurai-review/,10 20 5 15,16,https://summonerswarskyarena.info/monster-list/
928,3,Defense,Frankenstein,Water,Tractor,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Tractor-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Frankenstein-Water.png,https://summonerswarskyarena.info/monster/tractor-water-frankenstein-review/,15 10 10 5,10,https://summonerswarskyarena.info/monster-list/
929,4,HP,Giant Warrior,Dark,Trasar,https://summonerswarskyarena.info/wp-content/uploads/2018/10/Trasar_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/10/Giant_Warror_Dark_Icon.png,https://summonerswarskyarena.info/monster/trasar-dark-giant-warrior-review/,20 5 15 5,10,https://summonerswarskyarena.info/monster-list/
930,4,Attack,Neostone Fighter,Fire,Trevor,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Trevor-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Neostone-Fighter-Fire.png,https://summonerswarskyarena.info/monster/trevor-fire-neostone-fighter-review/,10 20 5 15,8,https://summonerswarskyarena.info/monster-list/
931,4,Support,Harp Magician,Wind,Triana,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Triana_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Harp_Magician_Wind_Icon.png,https://summonerswarskyarena.info/monster/triana-wind-harp-magician-review/,12 15 10 15,13,https://summonerswarskyarena.info/monster-list/
932,5,HP,Valkyrja,Dark,Trinity,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Trinity_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Valkyrja_Dark_Icon.png,https://summonerswarskyarena.info/monster/trinity-dark-valkyrja-review/,20 10 15 5,9,https://summonerswarskyarena.info/monster-list/
933,4,Support,Triss,Water,Triss,https://summonerswarskyarena.info/wp-content/uploads/2024/01/unit_icon_0144_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2024/01/unit_icon_0144_1_1.png,https://summonerswarskyarena.info/monster/triss-water-triss-review/,,10,https://summonerswarskyarena.info/monster-list/
934,5,Attack,Triss,Fire,Triss,https://summonerswarskyarena.info/wp-content/uploads/2024/01/unit_icon_0144_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/01/unit_icon_0144_1_2.png,https://summonerswarskyarena.info/monster/triss-fire-triss-review/,,12,https://summonerswarskyarena.info/monster-list/
935,4,Support,Triss,Wind,Triss,https://summonerswarskyarena.info/wp-content/uploads/2024/01/unit_icon_0144_1_3.png,https://summonerswarskyarena.info/wp-content/uploads/2024/01/unit_icon_0144_1_3.png,https://summonerswarskyarena.info/monster/triss-wind-triss-review/,,12,https://summonerswarskyarena.info/monster-list/
936,5,Support,Triss,Light,Triss,https://summonerswarskyarena.info/wp-content/uploads/2024/01/unit_icon_0144_1_4.png,https://summonerswarskyarena.info/wp-content/uploads/2024/01/unit_icon_0144_1_4.png,https://summonerswarskyarena.info/monster/triss-light-triss-review/,,10,https://summonerswarskyarena.info/monster-list/
937,5,Attack,Triss,Dark,Triss,https://summonerswarskyarena.info/wp-content/uploads/2024/01/unit_icon_0144_1_5.png,https://summonerswarskyarena.info/wp-content/uploads/2024/01/unit_icon_0144_1_5.png,https://summonerswarskyarena.info/monster/triss-dark-triss-review/,,12,https://summonerswarskyarena.info/monster-list/
938,5,Defense,Sea Emperor,Wind,Triton,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Triton_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Sea-Emperor-Wind.png,https://summonerswarskyarena.info/monster/triton-wind-sea-emperor-review/,20 10 15 5,10,https://summonerswarskyarena.info/monster-list/
939,4,HP,Choco Knight,Dark,Truffle,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0098_1_5.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0098_0_5.png,https://summonerswarskyarena.info/monster/truffle-dark-choco-knight-review/,15 5 20 10,11,https://summonerswarskyarena.info/monster-list/
940,4,Attack,Sylph,Water,Tyron,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Tyron_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Sylph_Water_Icon.png,https://summonerswarskyarena.info/monster/tyron-water-sylph-review/,10 20 5 15,11,https://summonerswarskyarena.info/monster-list/
